imdbID,Title,Awards,Awards_won,Awards_Nominated,Oscar_Won,Prime_Won,Golden_Globe_Won,BAFTA_Won,Prime_Nominated,Oscar_Nominated,Golden_Globe_Nominated,BAFTA_Nominated
tt0458500,Theresa: The Body of Christ,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt0469623,Things We Lost in the Fire,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
tt0497972,Sex and Death 101,1 win.,1,0,0,0,0,0,0,0,0,0
tt0499448,The Chronicles of Narnia: Prince Caspian,2 wins & 19 nominations.,2,19,0,0,0,0,0,0,0,0
tt0758730,Aliens vs. Predator: Requiem,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt0758758,Into the Wild,Nominated for 2 Oscars. Another 23 wins & 99 nominations.,23,101,0,0,0,0,0,2,0,0
tt0780595,Redline,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0783303,Across the River to Motor City,3 wins & 6 nominations.,3,6,0,0,0,0,0,0,0,0
tt0814031,Blessed Is the Match: The Life and Death of Hannah Senesh,1 win.,1,0,0,0,0,0,0,0,0,0
tt0819906,The End,1 win.,1,0,0,0,0,0,0,0,0,0
tt0829482,Superbad,10 wins & 24 nominations.,10,24,0,0,0,0,0,0,0,0
tt0835005,2030 - Aufstand der Alten,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0871510,Chak de! India,26 wins & 18 nominations.,26,18,0,0,0,0,0,0,0,0
tt0876295,Adventures in Hollyhood,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0877621,La France,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
tt0899270,A Life Interrupted,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt0918927,Doubt,Nominated for 5 Oscars. Another 26 wins & 88 nominations.,26,93,0,0,0,0,0,5,0,0
tt0923928,Super Amigos,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt0925212,Accident,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
tt0926063,Dance of the Dead,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt0929730,Trapped,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt0965393,Rock of Love with Bret Michaels,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
tt0968243,ABC Colombia,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt0968776,4Real,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0970184,Operation Homecoming: Writing the Wartime Experience,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,2,5,0,0,0,0,0,1,0,0
tt0972408,Tell-Tale,1 win.,1,0,0,0,0,0,0,0,0,0
tt0988065,Aurora boreal,5 nominations.,0,5,0,0,0,0,0,0,0,0
tt0996557,'Da Kink in My Hair,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt0999918,Tit for Tat,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1001562,Witless Protection,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt1023351,About a Girl,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1024640,Addiction,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1027890,Alguien te mira,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
tt1037186,After the Catch,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1059972,Surprise!,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1068929,Röyhkeä diplomaatti,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1069153,Mixed Blessings,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0,0
tt1073118,Haïti chérie,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1073233,Air Australia,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1093824,Encounters at the End of the World,Nominated for 1 Oscar. Another 2 wins & 14 nominations.,2,15,0,0,0,0,0,1,0,0
tt1099212,Twilight,28 wins & 16 nominations.,28,16,0,0,0,0,0,0,0,0
tt1102306,The First Day,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1113760,13 anys i un dia,1 win.,1,0,0,0,0,0,0,0,0,0
tt1117563,Batman: Gotham Knight,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt1124373,Sons of Anarchy,Won 1 Golden Globe. Another 10 wins & 57 nominations.,11,57,0,0,1,0,0,0,0,0
tt1147970,A Pedra do Reino,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
tt1159598,9mm: São Paulo,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1160317,Death of a Ghost Hunter,1 win.,1,0,0,0,0,0,0,0,0,0
tt1174047,Stella,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
tt1178197,The World is Big and Salvation Lurks Around the Corner,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0,0
tt1179454,A.D. La guerre de l'ombre,1 win.,1,0,0,0,0,0,0,0,0,0
tt1180321,Three Apples Fall,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1180574,Una vida mejor,1 win.,1,0,0,0,0,0,0,0,0,0
tt1189259,The Pleasure of Being Robbed,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
tt1191972,Achtung! Hartwich,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1194349,Lawrence Leung's Choose Your Own Adventure,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1196006,Code Geass: Lelouch of the Rebellion R2,3 wins.,3,0,0,0,0,0,0,0,0,0
tt1198194,Command & Conquer: Red Alert 3,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
tt1205046,Bucarest; la memòria perduda,3 wins.,3,0,0,0,0,0,0,0,0,0
tt1213644,Disaster Movie,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
tt1225901,90210,2 wins & 17 nominations.,2,17,0,0,0,0,0,0,0,0
tt1236247,Smashing Pumpkins: If All Goes Wrong,1 win.,1,0,0,0,0,0,0,0,0,0
tt1239313,What on Earth Have I Done Wrong?!,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0
tt1241331,The Road to Sundance,1 win.,1,0,0,0,0,0,0,0,0,0
tt1244649,Al punto,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1245687,30 Days of Night: Dust to Dust,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1250727,Cry Wolf,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
tt1256139,A Favorita,26 wins & 24 nominations.,26,24,0,0,0,0,0,0,0,0
tt1264068,Aftermath: Population Zero,1 win.,1,0,0,0,0,0,0,0,0,0
tt1278298,Aphrodite's Farm,1 win.,1,0,0,0,0,0,0,0,0,0
tt1281970,Aisling's Diary,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1282464,Point Blank P.O.V.,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1287830,The Art of Failure: Chuck Connelly Not for Sale,1 win.,1,0,0,0,0,0,0,0,0,0
tt1294182,Living in Emergency,1 win.,1,0,0,0,0,0,0,0,0,0
tt1313257,Seeking Wellness: Suffering Through Four Movements,1 win.,1,0,0,0,0,0,0,0,0,0
tt1334272,Robot Chicken: Star Wars Episode II,Won 1 Primetime Emmy. Another 3 wins & 3 nominations.,4,3,0,1,0,0,0,0,0,0
tt1334411,Escape,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1334519,Brothers,1 win.,1,0,0,0,0,0,0,0,0,0
tt1351320,All's Faire,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1352077,A History of Scotland,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1352832,Hot Dog,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt1360068,The Witness from the Balcony of Room 306,Nominated for 1 Oscar. Another 5 wins & 1 nomination.,5,2,0,0,0,0,0,1,0,0
tt1382454,Granny O'Grimm's Sleeping Beauty,Nominated for 1 Oscar. Another 1 win.,1,1,0,0,0,0,0,1,0,0
tt1404752,After Judgment,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1445710,Pajama Gladiator,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1451800,Swingers,1 win.,1,0,0,0,0,0,0,0,0,0
tt1461246,Meeting Andrei Tarkovsky,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1467241,Aline,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
tt1479285,Luxury,3 wins.,3,0,0,0,0,0,0,0,0,0
tt1521647,A Broken Heart,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1545465,Speed in 60 Seconds,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1569554,15 Minutos MTV,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1601975,3rd & Bird,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
tt1690398,Beethoven Virus,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1880430,A Primera Hora,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1896877,All Access,5 nominations.,0,5,0,0,0,0,0,0,0,0
tt2153919,Passos no Silencio,1 win.,1,0,0,0,0,0,0,0,0,0
tt2290863,16x9: The Bigger Picture,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
tt3620536,Roots of Relationship,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0076759,Star Wars: Episode IV - A New Hope,Won 6 Oscars. Another 48 wins & 28 nominations.,54,28,6,0,0,0,0,0,0,0
tt0409459,Watchmen,12 wins & 20 nominations.,12,20,0,0,0,0,0,0,0,0
tt0473075,Prince of Persia: The Sands of Time,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0,0
tt0473298,Resident Evil 5,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt0758752,Love & Other Drugs,Nominated for 2 Golden Globes. Another 1 win & 4 nominations.,1,6,0,0,0,0,0,0,2,0
tt0800320,Clash of the Titans,4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0,0
tt0842926,The Kids Are All Right,Nominated for 4 Oscars. Another 28 wins & 116 nominations.,28,120,0,0,0,0,0,4,0,0
tt0878804,The Blind Side,Won 1 Oscar. Another 7 wins & 29 nominations.,8,29,1,0,0,0,0,0,0,0
tt0892769,How to Train Your Dragon,Nominated for 2 Oscars. Another 25 wins & 58 nominations.,25,60,0,0,0,0,0,2,0,0
tt1034032,Gamer,1 win.,1,0,0,0,0,0,0,0,0,0
tt1053424,Repo Men,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1090753,Max Neptune and the Menacing Squid,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1109488,Mars,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1114677,Hannah Montana: The Movie,6 wins & 10 nominations.,6,10,0,0,0,0,0,0,0,0
tt1126591,Burlesque,Won 1 Golden Globe. Another 5 wins & 17 nominations.,6,17,0,0,1,0,0,0,0,0
tt1188995,Twisted Roots,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1205503,Without Bias,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1260915,A Vida Privada de Salazar,1 win.,1,0,0,0,0,0,0,0,0,0
tt1277973,Acusados,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
tt1285295,Alguien que me quiera,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1297921,Christina,1 win.,1,0,0,0,0,0,0,0,0,0
tt1320286,Georgia O'Keeffe,Nominated for 3 Golden Globes. Another 1 win & 25 nominations.,1,28,0,0,0,0,0,0,3,0
tt1321805,10 Things I Hate About You,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
tt1326218,Finale,3 wins.,3,0,0,0,0,0,0,0,0,0
tt1329539,1066: The Battle for Middle Earth,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1331329,The Final Storm,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1334303,23-F: El día más difícil del Rey,5 wins & 1 nomination.,5,1,0,0,0,0,0,0,0,0
tt1340456,Partners,1 win.,1,0,0,0,0,0,0,0,0,0
tt1353137,A Lei e o Crime,7 nominations.,0,7,0,0,0,0,0,0,0,0
tt1355237,Glenn Martin DDS,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
tt1370835,A Blooming Business,1 win.,1,0,0,0,0,0,0,0,0,0
tt1382679,Der verlorene Sohn,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1385816,4 Singles,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1407084,Twelve,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1407326,:30 Seconds,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt1408430,30 for 30,Nominated for 1 Primetime Emmy. Another 4 wins & 17 nominations.,4,18,0,0,0,0,1,0,0,0
tt1408432,Acompañantes,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1411254,18 to Life,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
tt1414378,Tracker,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1419986,Un juego absurdo,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1424043,The Rapture of Fe,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
tt1442402,90-60-90. Diario secreto de una adolescente,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1442497,EA Sports FIFA 10,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1444680,Bruc; the Manhunt,3 wins & 10 nominations.,3,10,0,0,0,0,0,0,0,0
tt1461312,Alice,Nominated for 2 Primetime Emmys. Another 8 wins & 14 nominations.,8,16,0,0,0,0,2,0,0,0
tt1463140,5 Para a Meia Noite,1 win.,1,0,0,0,0,0,0,0,0,0
tt1467094,The BET Honors,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1468760,Alan Carr: Chatty Man,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
tt1473826,To Comfort You,1 win.,1,0,0,0,0,0,0,0,0,0
tt1477076,Saw 3D: The Final Chapter,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt1483421,Turning Point,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1504688,So Normal 2,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
tt1529233,Basilicata Coast to Coast,7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0,0
tt1529670,Addicted to Money,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1534042,Committed,1 win.,1,0,0,0,0,0,0,0,0,0
tt1538426,37,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt1546653,Kim Jong-Il's Comedy Club,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
tt1560160,Matar a Videla,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1564585,Skyline,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1567138,The List,1 win.,1,0,0,0,0,0,0,0,0,0
tt1568921,The Secret World of Arrietty,11 wins & 6 nominations.,11,6,0,0,0,0,0,0,0,0
tt1568922,Theo Maassen: Zonder pardon,1 win.,1,0,0,0,0,0,0,0,0,0
tt1574668,Afro-Suomen historia,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1586081,Jessica Simpson: The Price of Beauty,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1590089,Confessions,8 wins & 17 nominations.,8,17,0,0,0,0,0,0,0,0
tt1613063,Addicted,1 win.,1,0,0,0,0,0,0,0,0,0
tt1615929,A História de Ester,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt1621444,Bill Cunningham New York,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0
tt1622696,Ben 10: Ultimate Alien,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1625572,A Vida Alheia,6 nominations.,0,6,0,0,0,0,0,0,0,0
tt1667838,I Hate Luv Storys,9 nominations.,0,9,0,0,0,0,0,0,0,0
tt1668912,2010 FIFA World Cup,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1686898,Journey to the Beginning of the Time of Economic Transformation,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1690134,Hay pinhod oh ya Scooter,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1691338,Robot Chicken: Star Wars Episode III,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1,3,0,0,0,0,1,0,0,0
tt1691832,City Under Siege,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt1697785,10;000 Days,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1706670,The Storytelling Show,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1733291,Speed,5 wins & 11 nominations.,5,11,0,0,0,0,0,0,0,0
tt1743384,A Cura,3 wins & 11 nominations.,3,11,0,0,0,0,0,0,0,0
tt1748326,1001 Nights,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
tt1758756,Sign Language,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1763350,A Night at the Classic,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1769411,Accused,6 wins & 11 nominations.,6,11,0,0,0,0,0,0,0,0
tt1773120,7 Days,1 win.,1,0,0,0,0,0,0,0,0,0
tt1776812,Awakening,1 win.,1,0,0,0,0,0,0,0,0,0
tt1785689,Überflieger - Die Kunst des Skispringens,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1787281,A Gurls Wurld,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1792070,Home,4 wins.,4,0,0,0,0,0,0,0,0,0
tt1805761,Contra las cuerdas,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
tt1811377,Venus,5 nominations.,0,5,0,0,0,0,0,0,0,0
tt1820766,8.13,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1825006,In Bed at 10 PM,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1826832,Revolution,1 win.,1,0,0,0,0,0,0,0,0,0
tt1863034,The Joey & Elise Show,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt1876552,1916 Seachtar na Cásca,1 win.,1,0,0,0,0,0,0,0,0,0
tt1887969,Afinal; o que Querem as Mulheres?,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
tt1929482,Afl 360,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1995532,Agents of Cracked,1 win.,1,0,0,0,0,0,0,0,0,0
tt2094217,Amor & Sexo,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt2184186,A League of Their Own,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt2396815,Al-Gamaa'a,2 wins.,2,0,0,0,0,0,0,0,0,0
tt2700330,The Two Escobars,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt4146594,To Be or Not to Be,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt4208288,Alagang kapatid,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt4209028,Aksyon,5 nominations.,0,5,0,0,0,0,0,0,0,0
tt4353976,Antiques Road Trip,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt0337692,On the Road,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
tt0448694,Puss in Boots,Nominated for 1 Oscar. Another 7 wins & 42 nominations.,7,43,0,0,0,0,0,1,0,0
tt0848228,The Avengers,Nominated for 1 Oscar. Another 34 wins & 75 nominations.,34,76,0,0,0,0,0,1,0,0
tt1024648,Argo,Won 3 Oscars. Another 92 wins & 150 nominations.,95,150,3,0,0,0,0,0,0,0
tt1164982,The Message,1 win.,1,0,0,0,0,0,0,0,0,0
tt1201607,Harry Potter and the Deathly Hallows: Part 2,Nominated for 3 Oscars. Another 46 wins & 87 nominations.,46,90,0,0,0,0,0,3,0,0
tt1268799,A Very Harold & Kumar 3D Christmas,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1270798,X-Men: First Class,20 wins & 35 nominations.,20,35,0,0,0,0,0,0,0,0
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,11 wins & 21 nominations.,11,21,0,0,0,0,0,0,0,0
tt1325019,The Custom Mary,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
tt1340800,Tinker Tailor Soldier Spy,Nominated for 3 Oscars. Another 34 wins & 88 nominations.,34,91,0,0,0,0,0,3,0,0
tt1418380,The Domino Effect,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
tt1438539,A'dam - E.V.A.,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1441326,Martha Marcy May Marlene,22 wins & 68 nominations.,22,68,0,0,0,0,0,0,0,0
tt1472464,A Lady in Paris,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
tt1527186,Melancholia,32 wins & 86 nominations.,32,86,0,0,0,0,0,0,0,0
tt1541874,Love,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1563738,One Day,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt1564349,Dolphin Tale,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
tt1584923,Brute Force,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1596343,Fast Five,8 wins & 19 nominations.,8,19,0,0,0,0,0,0,0,0
tt1596346,Soul Surfer,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0
tt1611224,Abraham Lincoln: Vampire Hunter,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1624996,Vampire,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1637725,Ted,Nominated for 1 Oscar. Another 13 wins & 26 nominations.,13,27,0,0,0,0,0,1,0,0
tt1650062,Super 8,11 wins & 62 nominations.,11,62,0,0,0,0,0,0,0,0
tt1650536,Türkisch für Anfänger,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
tt1677734,30° i februari,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1694570,The Trap Door,1 win.,1,0,0,0,0,0,0,0,0,0
tt1699114,All-Star Superman,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1712502,The Arrival of Wang,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1715802,How to Die in Oregon,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
tt1720254,Thank You,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1728102,Alcatraz,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
tt1730374,Aim High,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
tt1735335,Darwin,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1742028,We Can't Change the World. But; We Wanna Build a School in Cambodia.,1 win.,1,0,0,0,0,0,0,0,0,0
tt1753561,California Romanza,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1753846,The Iran Job,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1754795,You Will Be My Son,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1772240,Apollo 18,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1772752,A.N.T. Farm,7 wins & 12 nominations.,7,12,0,0,0,0,0,0,0,0
tt1784167,14 de abril. La República,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
tt1786704,State of Georgia,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1787777,Page One: Inside the New York Times,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0
tt1787989,A Família Mata,4 nominations.,0,4,0,0,0,0,0,0,0,0
tt1790914,Allen Gregory,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1792621,Superheroes,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1810633,Happiness Is a Warm Blanket; Charlie Brown,1 win.,1,0,0,0,0,0,0,0,0,0
tt1811399,10 O'Clock Live,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt1819781,After Lately,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1828246,Missing,Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.,1,3,0,0,0,0,2,0,0,0
tt1838775,Adam Hills in Gordon St Tonight,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt1840973,19-2,9 wins & 2 nominations.,9,2,0,0,0,0,0,0,0,0
tt1845307,2 Broke Girls,Won 1 Primetime Emmy. Another 2 wins & 20 nominations.,3,20,0,1,0,0,0,0,0,0
tt1851101,30 Vies,2 wins.,2,0,0,0,0,0,0,0,0,0
tt1853009,Agony and Ecstasy: A Year with English National Ballet,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1863305,The Path,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1877740,Five,Nominated for 1 Primetime Emmy. Another 1 win & 26 nominations.,1,27,0,0,0,0,1,0,0,0
tt1884501,11-M; para que nadie lo olvide,1 win.,1,0,0,0,0,0,0,0,0,0
tt1891892,Quiz,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1899111,Air,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt1907676,Ghost,3 nominations.,0,3,0,0,0,0,0,0,0,0
tt1909841,100 Days to Heaven,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1922777,Sinister,3 wins & 13 nominations.,3,13,0,0,0,0,0,0,0,0
tt1922836,Alaska y Mario,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1924273,Ghost Graduation,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
tt1930271,A Viagem,6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0
tt1942152,10 kirjaa rahasta,1 win.,1,0,0,0,0,0,0,0,0,0
tt1948209,Viagem a Portugal,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
tt1951319,17 Meter - Wie weit kannst du gehn?,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
tt1955162,All Watched Over by Machines of Loving Grace,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt1959644,A Mulher Invisível,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
tt1967616,The Cougar Club 3,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt1979230,Finale,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt1986005,Flat,1 win.,1,0,0,0,0,0,0,0,0,0
tt1989646,Theresa Is a Mother,10 wins & 5 nominations.,10,5,0,0,0,0,0,0,0,0
tt1990380,Up in Smoke,1 win.,1,0,0,0,0,0,0,0,0,0
tt2005238,Hell Week,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt2006939,All-American Muslim,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt2007504,Torn,1 win.,1,0,0,0,0,0,0,0,0,0
tt2011271,The Secret Disco Revolution,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt2011471,Correo de Inocentes,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
tt2012041,Technical Support,2 nominations.,0,2,0,0,0,0,0,0,0,0
tt2017030,Tonight at 11:00,1 win.,1,0,0,0,0,0,0,0,0,0
tt2055820,8 al dia,1 win.,1,0,0,0,0,0,0,0,0,0
tt2059177,Aaron Burr; Part 2,1 nomination.,0,1,0,0,0,0,0,0,0,0
tt2059323,Unter Wasser atmen - Das zweite Leben des Dr. Nils Jent,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
tt2066980,Teens Like Phil,4 wins.,4,0,0,0,0,0,0,0,0,0
tt2070791,Revolution,Won 1 Primetime Emmy. Another 3 wins & 11 nominations.,4,11,0,1,0,0,0,0,0,0
tt2072241,Stockholm East,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
tt2072899,Family Affair,1 win.,1,0,0,0,0,0,0,0,0,0
tt2088920,The Birds of Anger,1 win.,1,0,0,0,0,0,0,0,0,0
tt2088993,2011 World Series,1 win.,1,0,0,0,0,0,0,0,0,0
