WORD,RANK,FREQUENCY,LOG(RANK*FREQUENCY),LOG(TOTAL)
defective,6372,1,8.759668671029939,12.394351422798255
disincline,6373,1,8.759825595314295,12.394351422798255
word--but,6374,1,8.759982494977281,12.394351422798255
errant,6375,1,8.760139370026627,12.394351422798255
such;--but,6376,1,8.760296220470051,12.394351422798255
well-spelt,6377,1,8.760453046315272,12.394351422798255
party--in,6378,1,8.760609847570002,12.394351422798255
contemptuously,6379,1,8.760766624241956,12.394351422798255
sleety,6380,1,8.760923376338836,12.394351422798255
way--delicious,6381,1,8.761080103868347,12.394351422798255
venice,6382,1,8.76123680683819,12.394351422798255
house--the,6383,1,8.761393485256058,12.394351422798255
presumptuous,6384,1,8.761550139129644,12.394351422798255
objecting,6385,1,8.76170676846664,12.394351422798255
morley,6386,1,8.761863373274727,12.394351422798255
understand--certainly,6387,1,8.76201995356159,12.394351422798255
comprehensible,6388,1,8.762176509334903,12.394351422798255
inseparably,6389,1,8.762333040602343,12.394351422798255
talents!--i,6390,1,8.762489547371581,12.394351422798255
out?--oh,6391,1,8.762646029650282,12.394351422798255
resided,6392,1,8.76280248744611,12.394351422798255
decisively,6393,1,8.762958920766726,12.394351422798255
listener's,6394,1,8.763115329619787,12.394351422798255
sphere,6395,1,8.763271714012943,12.394351422798255
resting,6396,1,8.763428073953845,12.394351422798255
fatiguing--and,6397,1,8.763584409450138,12.394351422798255
deafness,6398,1,8.763740720509464,12.394351422798255
"randalls.--""well",6399,1,8.76389700713946,12.394351422798255
mounts,6400,1,8.764053269347762,12.394351422798255
acknowledgments,6401,1,8.764209507142004,12.394351422798255
newly,6402,1,8.764365720529808,12.394351422798255
not.--it,6403,1,8.764521909518802,12.394351422798255
pride--the,6404,1,8.764678074116606,12.394351422798255
endless,6405,1,8.764834214330834,12.394351422798255
idea!--jane,6406,1,8.764990330169104,12.394351422798255
e.'s,6407,1,8.765146421639022,12.394351422798255
anguish,6408,1,8.765302488748196,12.394351422798255
properly--there,6409,1,8.765458531504226,12.394351422798255
rather?--i,6410,1,8.765614549914716,12.394351422798255
said--much,6411,1,8.765770543987257,12.394351422798255
gallantries,6412,1,8.765926513729443,12.394351422798255
smells,6413,1,8.766082459148864,12.394351422798255
man!--it,6414,1,8.7662383802531,12.394351422798255
professional,6415,1,8.766394277049736,12.394351422798255
agitated--very,6416,1,8.766550149546351,12.394351422798255
alone!--i,6417,1,8.766705997750515,12.394351422798255
indeed--and,6418,1,8.766861821669803,12.394351422798255
casement,6419,1,8.767017621311778,12.394351422798255
"smile--""no",6420,1,8.767173396684006,12.394351422798255
chance.--i,6421,1,8.76732914779405,12.394351422798255
mind!--but,6422,1,8.76748487464946,12.394351422798255
insertion,6423,1,8.767640577257792,12.394351422798255
fortune--though,6424,1,8.767796255626598,12.394351422798255
inclining,6425,1,8.76795190976342,12.394351422798255
mother--indeed,6426,1,8.768107539675803,12.394351422798255
company!--what,6427,1,8.768263145371286,12.394351422798255
minced,6428,1,8.768418726857403,12.394351422798255
discreetly,6429,1,8.768574284141687,12.394351422798255
haunting,6430,1,8.768729817231666,12.394351422798255
harriet's.--about,6431,1,8.768885326134862,12.394351422798255
pedal,6432,1,8.769040810858803,12.394351422798255
it?--he,6433,1,8.769196271411001,12.394351422798255
involvement,6434,1,8.769351707798972,12.394351422798255
long--was,6435,1,8.769507120030227,12.394351422798255
well-sounding,6436,1,8.769662508112274,12.394351422798255
spheres,6437,1,8.769817872052617,12.394351422798255
remonstrances,6438,1,8.769973211858753,12.394351422798255
baly-craig,6439,1,8.770128527538184,12.394351422798255
impossible.--was,6440,1,8.770283819098399,12.394351422798255
shawl--frank,6441,1,8.77043908654689,12.394351422798255
overboard,6442,1,8.770594329891145,12.394351422798255
knightley.'--you,6443,1,8.770749549138642,12.394351422798255
set!--never,6444,1,8.770904744296866,12.394351422798255
widowhood,6445,1,8.771059915373288,12.394351422798255
fated,6446,1,8.771215062375383,12.394351422798255
for!--such,6447,1,8.77137018531062,12.394351422798255
hayter's,6448,1,8.771525284186465,12.394351422798255
outcry,6449,1,8.771680359010377,12.394351422798255
investigation,6450,1,8.771835409789817,12.394351422798255
teacher,6451,1,8.771990436532242,12.394351422798255
friend.--tell,6452,1,8.772145439245099,12.394351422798255
looks--`mr,6453,1,8.77230041793584,12.394351422798255
muslins,6454,1,8.772455372611907,12.394351422798255
richard?--i,6455,1,8.772610303280743,12.394351422798255
"replied.--""don't",6456,1,8.772765209949785,12.394351422798255
discuss,6457,1,8.772920092626467,12.394351422798255
another?--how,6458,1,8.77307495131822,12.394351422798255
gentlemen--i,6459,1,8.773229786032473,12.394351422798255
clean,6460,1,8.773384596776648,12.394351422798255
afternoon--but,6461,1,8.773539383558166,12.394351422798255
boasts,6462,1,8.773694146384443,12.394351422798255
cleverer--for,6463,1,8.773848885262895,12.394351422798255
uninterruptedly,6464,1,8.774003600200931,12.394351422798255
connivance,6465,1,8.774158291205957,12.394351422798255
mustered,6466,1,8.774312958285378,12.394351422798255
"replied--""and",6467,1,8.774467601446593,12.394351422798255
concerts,6468,1,8.774622220696997,12.394351422798255
heyday,6469,1,8.774776816043985,12.394351422798255
arrear,6470,1,8.774931387494947,12.394351422798255
"papa,--i",6471,1,8.775085935057266,12.394351422798255
her--mrs,6472,1,8.775240458738327,12.394351422798255
tears)--but,6473,1,8.77539495854551,12.394351422798255
sauciness,6474,1,8.775549434486189,12.394351422798255
indistinct,6475,1,8.775703886567738,12.394351422798255
card-tables,6476,1,8.775858314797526,12.394351422798255
superiors,6477,1,8.776012719182917,12.394351422798255
snows,6478,1,8.776167099731275,12.394351422798255
irritate,6479,1,8.776321456449958,12.394351422798255
inelegance,6480,1,8.776475789346321,12.394351422798255
visit:--i,6481,1,8.776630098427717,12.394351422798255
horror-struck,6482,1,8.776784383701493,12.394351422798255
way--so,6483,1,8.776938645174996,12.394351422798255
so?--i,6484,1,8.777092882855566,12.394351422798255
spinet,6485,1,8.777247096750544,12.394351422798255
performance.--i,6486,1,8.777401286867264,12.394351422798255
occupied?--she,6487,1,8.777555453213056,12.394351422798255
out--do,6488,1,8.77770959579525,12.394351422798255
resentfully,6489,1,8.77786371462117,12.394351422798255
yeomen,6490,1,8.778017809698136,12.394351422798255
professionally,6491,1,8.778171881033469,12.394351422798255
irresistible.--beyond,6492,1,8.778325928634482,12.394351422798255
proportionably,6493,1,8.778479952508487,12.394351422798255
cash,6494,1,8.77863395266279,12.394351422798255
1818,6495,1,8.7787879291047,12.394351422798255
overspread,6496,1,8.778941881841513,12.394351422798255
correspond,6497,1,8.77909581088053,12.394351422798255
yes--(rather,6498,1,8.779249716229046,12.394351422798255
insinuating)--i,6499,1,8.77940359789435,12.394351422798255
contribution,6500,1,8.779557455883728,12.394351422798255
heroine's,6501,1,8.77971129020447,12.394351422798255
quite--i,6502,1,8.779865100863852,12.394351422798255
whist-players,6503,1,8.780018887869153,12.394351422798255
match--i,6504,1,8.780172651227646,12.394351422798255
curs,6505,1,8.780326390946605,12.394351422798255
poems,6506,1,8.780480107033297,12.394351422798255
boils,6507,1,8.780633799494984,12.394351422798255
likeness!--that,6508,1,8.780787468338929,12.394351422798255
rooted,6509,1,8.780941113572387,12.394351422798255
harriet--your,6510,1,8.781094735202615,12.394351422798255
make.--she,6511,1,8.781248333236862,12.394351422798255
either--for,6512,1,8.781401907682376,12.394351422798255
record,6513,1,8.781555458546402,12.394351422798255
purposes,6514,1,8.781708985836179,12.394351422798255
self--the,6515,1,8.781862489558945,12.394351422798255
worry,6516,1,8.782015969721936,12.394351422798255
surprized;--very,6517,1,8.78216942633238,12.394351422798255
fairy)--containing,6518,1,8.782322859397507,12.394351422798255
tremulously,6519,1,8.782476268924539,12.394351422798255
unmodulated,6520,1,8.782629654920699,12.394351422798255
harriet's;--and,6521,1,8.782783017393202,12.394351422798255
articulate,6522,1,8.782936356349264,12.394351422798255
credulity,6523,1,8.783089671796096,12.394351422798255
contrived--no,6524,1,8.783242963740905,12.394351422798255
obscurity--and,6525,1,8.783396232190894,12.394351422798255
orphan,6526,1,8.783549477153265,12.394351422798255
doer,6527,1,8.783702698635217,12.394351422798255
glories,6528,1,8.783855896643942,12.394351422798255
friendship--indignation--abominable,6529,1,8.784009071186633,12.394351422798255
"harriet--""it",6530,1,8.784162222270476,12.394351422798255
glaring,6531,1,8.784315349902657,12.394351422798255
robbing,6532,1,8.784468454090355,12.394351422798255
supper-room,6533,1,8.78462153484075,12.394351422798255
giddy,6534,1,8.784774592161016,12.394351422798255
grandmamma,6535,1,8.784927626058323,12.394351422798255
retrospect,6536,1,8.785080636539838,12.394351422798255
sake--be,6537,1,8.78523362361273,12.394351422798255
dictated,6538,1,8.785386587284156,12.394351422798255
insufferable!--dreadful!--i,6539,1,8.785539527561276,12.394351422798255
wedding-present.--so,6540,1,8.785692444451245,12.394351422798255
saffron,6541,1,8.785845337961213,12.394351422798255
precipitate,6542,1,8.785998208098329,12.394351422798255
exercises,6543,1,8.78615105486974,12.394351422798255
approve--something,6544,1,8.786303878282583,12.394351422798255
sidmouth,6545,1,8.786456678344,12.394351422798255
peace--neither,6546,1,8.786609455061125,12.394351422798255
patriotism,6547,1,8.786762208441091,12.394351422798255
consider--you,6548,1,8.786914938491025,12.394351422798255
spirit.--if,6549,1,8.787067645218054,12.394351422798255
too--knowing,6550,1,8.787220328629298,12.394351422798255
puncture,6551,1,8.787372988731876,12.394351422798255
control,6552,1,8.787525625532906,12.394351422798255
permission,6553,1,8.787678239039497,12.394351422798255
taylor--nor,6554,1,8.787830829258759,12.394351422798255
short-lived,6555,1,8.7879833961978,12.394351422798255
heartfelt,6556,1,8.78813593986372,12.394351422798255
langham,6557,1,8.788288460263619,12.394351422798255
smith?--that,6558,1,8.788440957404594,12.394351422798255
day--which,6559,1,8.788593431293735,12.394351422798255
fairfax!--harriet,6560,1,8.788745881938135,12.394351422798255
quicksighted,6561,1,8.788898309344878,12.394351422798255
temple,6562,1,8.789050713521046,12.394351422798255
sequestration,6563,1,8.789203094473724,12.394351422798255
criticism,6564,1,8.789355452209982,12.394351422798255
man?--an,6565,1,8.789507786736896,12.394351422798255
sportsmen,6566,1,8.789660098061537,12.394351422798255
capacity,6567,1,8.789812386190972,12.394351422798255
sure--for,6568,1,8.789964651132264,12.394351422798255
wax-candles,6569,1,8.790116892892472,12.394351422798255
so!--then,6570,1,8.790269111478656,12.394351422798255
turns--my,6571,1,8.790421306897867,12.394351422798255
stanza,6572,1,8.790573479157159,12.394351422798255
family-union,6573,1,8.790725628263576,12.394351422798255
trained,6574,1,8.790877754224164,12.394351422798255
sheepskin,6575,1,8.791029857045965,12.394351422798255
"woodhouse""--he",6576,1,8.791181936736017,12.394351422798255
gone.--but,6577,1,8.79133399330135,12.394351422798255
knightley!--how,6578,1,8.791486026749002,12.394351422798255
alphabets--their,6579,1,8.791638037085997,12.394351422798255
you.--and,6580,1,8.791790024319363,12.394351422798255
wander,6581,1,8.791941988456118,12.394351422798255
glimpses,6582,1,8.792093929503284,12.394351422798255
trees--i,6583,1,8.792245847467877,12.394351422798255
puzzles,6584,1,8.792397742356906,12.394351422798255
widower-father,6585,1,8.792549614177382,12.394351422798255
indolent,6586,1,8.792701462936309,12.394351422798255
concealment.--emma,6587,1,8.792853288640693,12.394351422798255
scattered--the,6588,1,8.79300509129753,12.394351422798255
accepts,6589,1,8.793156870913819,12.394351422798255
discomfited,6590,1,8.793308627496552,12.394351422798255
ice,6591,1,8.79346036105272,12.394351422798255
enough?--there,6592,1,8.793612071589308,12.394351422798255
prefers,6593,1,8.7937637591133,12.394351422798255
me--never,6594,1,8.793915423631676,12.394351422798255
entitling,6595,1,8.794067065151415,12.394351422798255
alphabetically,6596,1,8.794218683679489,12.394351422798255
life--at,6597,1,8.794370279222871,12.394351422798255
curiosity.--you,6598,1,8.794521851788527,12.394351422798255
ploughs,6599,1,8.794673401383422,12.394351422798255
shrunk,6600,1,8.794824928014517,12.394351422798255
no;--and,6601,1,8.79497643168877,12.394351422798255
tea--stay--no,6602,1,8.795127912413138,12.394351422798255
conscience-stricken,6603,1,8.79527937019457,12.394351422798255
nonsenses,6604,1,8.795430805040018,12.394351422798255
ah!--(shaking,6605,1,8.795582216956426,12.394351422798255
comforters,6606,1,8.795733605950735,12.394351422798255
smoking,6607,1,8.795884972029885,12.394351422798255
know--if,6608,1,8.796036315200814,12.394351422798255
flatterers?--does,6609,1,8.796187635470453,12.394351422798255
drills--and,6610,1,8.796338932845732,12.394351422798255
morrow--actually,6611,1,8.796490207333578,12.394351422798255
1806,6612,1,8.796641458940915,12.394351422798255
caroline.--such,6613,1,8.796792687674662,12.394351422798255
shoulders--and,6614,1,8.796943893541737,12.394351422798255
marrying)--the,6615,1,8.797095076549056,12.394351422798255
paths,6616,1,8.797246236703527,12.394351422798255
ball--the,6617,1,8.797397374012059,12.394351422798255
advertised,6618,1,8.797548488481558,12.394351422798255
poultry-yards,6619,1,8.797699580118923,12.394351422798255
unmixed,6620,1,8.797850648931053,12.394351422798255
sucking,6621,1,8.798001694924846,12.394351422798255
shudder,6622,1,8.798152718107191,12.394351422798255
supplication,6623,1,8.798303718484979,12.394351422798255
theodore,6624,1,8.798454696065095,12.394351422798255
compact,6625,1,8.798605650854423,12.394351422798255
before.--in,6626,1,8.798756582859841,12.394351422798255
linguist,6627,1,8.798907492088226,12.394351422798255
managing,6628,1,8.799058378546453,12.394351422798255
clifton--a,6629,1,8.79920924224139,12.394351422798255
just--every,6630,1,8.799360083179907,12.394351422798255
scarecrows,6631,1,8.799510901368867,12.394351422798255
kindled,6632,1,8.79966169681513,12.394351422798255
relinquished,6633,1,8.799812469525556,12.394351422798255
farther.--she,6634,1,8.799963219506997,12.394351422798255
trafalgar,6635,1,8.800113946766308,12.394351422798255
shortness,6636,1,8.800264651310336,12.394351422798255
brethren,6637,1,8.800415333145924,12.394351422798255
elton!--no,6638,1,8.80056599227992,12.394351422798255
strive,6639,1,8.80071662871916,12.394351422798255
yourself.--to,6640,1,8.80086724247048,12.394351422798255
their's!--how,6641,1,8.801017833540714,12.394351422798255
father--another,6642,1,8.801168401936692,12.394351422798255
disagreeable--i,6643,1,8.80131894766524,12.394351422798255
pockets,6644,1,8.801469470733185,12.394351422798255
"glow--""to",6645,1,8.801619971147346,12.394351422798255
life.--she,6646,1,8.801770448914539,12.394351422798255
me.--consider,6647,1,8.801920904041582,12.394351422798255
briskness,6648,1,8.802071336535285,12.394351422798255
smart,6649,1,8.802221746402456,12.394351422798255
nieces!--i,6650,1,8.8023721336499,12.394351422798255
nothing;--not,6651,1,8.802522498284421,12.394351422798255
hartfield--though,6652,1,8.802672840312818,12.394351422798255
unreservedly,6653,1,8.802823159741887,12.394351422798255
green,6654,1,8.802973456578423,12.394351422798255
silk,6655,1,8.803123730829212,12.394351422798255
behalf,6656,1,8.803273982501045,12.394351422798255
keys,6657,1,8.803424211600703,12.394351422798255
achievement,6658,1,8.80357441813497,12.394351422798255
undistinguishing,6659,1,8.803724602110622,12.394351422798255
mama,6660,1,8.803874763534434,12.394351422798255
much.--it,6661,1,8.804024902413179,12.394351422798255
earlier;--it,6662,1,8.804175018753625,12.394351422798255
complimented,6663,1,8.804325112562537,12.394351422798255
mark's,6664,1,8.804475183846678,12.394351422798255
jar,6665,1,8.804625232612809,12.394351422798255
again--to,6666,1,8.804775258867686,12.394351422798255
bella,6667,1,8.80492526261806,12.394351422798255
people--friendly,6668,1,8.805075243870684,12.394351422798255
mournful,6669,1,8.805225202632306,12.394351422798255
worthies,6670,1,8.80537513890967,12.394351422798255
merchandise,6671,1,8.805525052709516,12.394351422798255
knightley.--were,6672,1,8.805674944038582,12.394351422798255
pulteney,6673,1,8.805824812903607,12.394351422798255
tremblings,6674,1,8.80597465931132,12.394351422798255
dreaming,6675,1,8.80612448326845,12.394351422798255
machines,6676,1,8.806274284781725,12.394351422798255
pleasant--and,6677,1,8.806424063857868,12.394351422798255
love-song,6678,1,8.8065738205036,12.394351422798255
aright,6679,1,8.806723554725636,12.394351422798255
nominal,6680,1,8.806873266530692,12.394351422798255
locked,6681,1,8.807022955925477,12.394351422798255
stipulate,6682,1,8.807172622916703,12.394351422798255
enters,6683,1,8.80732226751107,12.394351422798255
shopping,6684,1,8.807471889715284,12.394351422798255
sir--or,6685,1,8.807621489536043,12.394351422798255
daringly,6686,1,8.807771066980044,12.394351422798255
insinuating,6687,1,8.80792062205398,12.394351422798255
vehement,6688,1,8.808070154764538,12.394351422798255
abundantly--but,6689,1,8.808219665118408,12.394351422798255
untouched,6690,1,8.808369153122275,12.394351422798255
marshal,6691,1,8.808518618782816,12.394351422798255
conniving,6692,1,8.808668062106715,12.394351422798255
last!--but,6693,1,8.808817483100642,12.394351422798255
movement,6694,1,8.808966881771273,12.394351422798255
exhibitions,6695,1,8.809116258125274,12.394351422798255
emma.--offended,6696,1,8.80926561216931,12.394351422798255
letter--wrote,6697,1,8.80941494391005,12.394351422798255
elizabeths,6698,1,8.80956425335415,12.394351422798255
coldly,6699,1,8.809713540508268,12.394351422798255
words--one,6700,1,8.809862805379057,12.394351422798255
agitating,6701,1,8.81001204797317,12.394351422798255
squares,6702,1,8.810161268297255,12.394351422798255
privateers,6703,1,8.810310466357958,12.394351422798255
designedly,6704,1,8.810459642161918,12.394351422798255
estimated,6705,1,8.81060879571578,12.394351422798255
did--while,6706,1,8.810757927026174,12.394351422798255
looks.--i,6707,1,8.810907036099737,12.394351422798255
philippics,6708,1,8.8110561229431,12.394351422798255
dissipation,6709,1,8.811205187562887,12.394351422798255
instigator,6710,1,8.811354229965728,12.394351422798255
liberal.--it,6711,1,8.811503250158239,12.394351422798255
redeem,6712,1,8.811652248147043,12.394351422798255
vouchsafed,6713,1,8.811801223938751,12.394351422798255
easter--and,6714,1,8.81195017753998,12.394351422798255
"harriet;--""well--and--and",6715,1,8.812099108957337,12.394351422798255
them--he,6716,1,8.812248018197431,12.394351422798255
word--miss,6717,1,8.812396905266864,12.394351422798255
disrespectful,6718,1,8.812545770172237,12.394351422798255
catalogue,6719,1,8.81269461292015,12.394351422798255
absurdities,6720,1,8.812843433517195,12.394351422798255
it--still,6721,1,8.812992231969966,12.394351422798255
narrative,6722,1,8.81314100828505,12.394351422798255
mine.--she,6723,1,8.813289762469037,12.394351422798255
feign,6724,1,8.813438494528507,12.394351422798255
manoeuvred,6725,1,8.81358720447004,12.394351422798255
fearlessness,6726,1,8.813735892300215,12.394351422798255
inserting,6727,1,8.813884558025606,12.394351422798255
imaginist,6728,1,8.814033201652784,12.394351422798255
not--except,6729,1,8.814181823188319,12.394351422798255
me--it,6730,1,8.814330422638774,12.394351422798255
ah!--indeed,6731,1,8.814479000010714,12.394351422798255
obedience--for,6732,1,8.814627555310697,12.394351422798255
marry;--i,6733,1,8.814776088545281,12.394351422798255
miniatures,6734,1,8.814924599721019,12.394351422798255
summoned,6735,1,8.815073088844464,12.394351422798255
straitened,6736,1,8.815221555922163,12.394351422798255
animated--open,6737,1,8.81537000096066,12.394351422798255
surprize.--i,6738,1,8.815518423966498,12.394351422798255
discharging,6739,1,8.815666824946216,12.394351422798255
crosser,6740,1,8.815815203906352,12.394351422798255
roundabout,6741,1,8.815963560853438,12.394351422798255
bounds,6742,1,8.816111895794005,12.394351422798255
undesigned,6743,1,8.816260208734581,12.394351422798255
"emma.--""i",6744,1,8.81640849968169,12.394351422798255
worsting,6745,1,8.816556768641856,12.394351422798255
rubbed,6746,1,8.816705015621595,12.394351422798255
oftentimes,6747,1,8.816853240627426,12.394351422798255
widely,6748,1,8.817001443665859,12.394351422798255
accompaniment,6749,1,8.817149624743406,12.394351422798255
woman--but,6750,1,8.817297783866575,12.394351422798255
recomposed,6751,1,8.81744592104187,12.394351422798255
wreck,6752,1,8.817594036275793,12.394351422798255
trident,6753,1,8.817742129574842,12.394351422798255
seem--if,6754,1,8.817890200945513,12.394351422798255
randalls--a,6755,1,8.818038250394299,12.394351422798255
obligated,6756,1,8.81818627792769,12.394351422798255
untaught,6757,1,8.818334283552174,12.394351422798255
burden,6758,1,8.818482267274236,12.394351422798255
manners--and,6759,1,8.818630229100354,12.394351422798255
representative,6760,1,8.81877816903701,12.394351422798255
drawing-back,6761,1,8.818926087090677,12.394351422798255
artlessness,6762,1,8.819073983267831,12.394351422798255
penetrate,6763,1,8.81922185757494,12.394351422798255
bahama,6764,1,8.81936971001847,12.394351422798255
prolong,6765,1,8.819517540604888,12.394351422798255
yard-arm,6766,1,8.819665349340653,12.394351422798255
dealt,6767,1,8.819813136232225,12.394351422798255
wholesomeness,6768,1,8.81996090128606,12.394351422798255
rows,6769,1,8.820108644508608,12.394351422798255
envy.--you,6770,1,8.820256365906321,12.394351422798255
unfriendly,6771,1,8.820404065485645,12.394351422798255
emma--tell,6772,1,8.820551743253025,12.394351422798255
"dancing,--not",6773,1,8.820699399214904,12.394351422798255
to-morrow!--and,6774,1,8.820847033377717,12.394351422798255
today,6775,1,8.820994645747902,12.394351422798255
adverse,6776,1,8.821142236331891,12.394351422798255
"emma--""a",6777,1,8.821289805136113,12.394351422798255
lighten,6778,1,8.821437352166997,12.394351422798255
abroad--had,6779,1,8.821584877430965,12.394351422798255
slap,6780,1,8.821732380934442,12.394351422798255
duodecimo,6781,1,8.821879862683842,12.394351422798255
example.--upon,6782,1,8.822027322685583,12.394351422798255
1803,6783,1,8.82217476094608,12.394351422798255
attached--and,6784,1,8.822322177471738,12.394351422798255
1784,6785,1,8.82246957226897,12.394351422798255
independence!--at,6786,1,8.822616945344176,12.394351422798255
man.--but,6787,1,8.822764296703758,12.394351422798255
sins!--and,6788,1,8.822911626354117,12.394351422798255
reticule,6789,1,8.823058934301647,12.394351422798255
feeble,6790,1,8.823206220552741,12.394351422798255
dejection,6791,1,8.823353485113792,12.394351422798255
i--well,6792,1,8.823500727991183,12.394351422798255
baited,6793,1,8.823647949191303,12.394351422798255
individually,6794,1,8.82379514872053,12.394351422798255
constrained,6795,1,8.823942326585245,12.394351422798255
8th,6796,1,8.824089482791823,12.394351422798255
obliging!--but,6797,1,8.824236617346639,12.394351422798255
officiating,6798,1,8.824383730256061,12.394351422798255
grand-mama,6799,1,8.82453082152646,12.394351422798255
indelible,6800,1,8.824677891164198,12.394351422798255
matter-of-fact,6801,1,8.824824939175638,12.394351422798255
conducted,6802,1,8.82497196556714,12.394351422798255
depart,6803,1,8.825118970345061,12.394351422798255
tapping,6804,1,8.825265953515752,12.394351422798255
five-and-thirty,6805,1,8.825412915085566,12.394351422798255
avarice,6806,1,8.82555985506085,12.394351422798255
sorry.--come,6807,1,8.825706773447951,12.394351422798255
that.--a,6808,1,8.82585367025321,12.394351422798255
stimulate,6809,1,8.826000545482966,12.394351422798255
advertising,6810,1,8.826147399143558,12.394351422798255
velocity,6811,1,8.826294231241318,12.394351422798255
stands,6812,1,8.826441041782578,12.394351422798255
did?--nobody,6813,1,8.826587830773668,12.394351422798255
forbad,6814,1,8.826734598220911,12.394351422798255
inconsideration,6815,1,8.826881344130634,12.394351422798255
survey,6816,1,8.827028068509152,12.394351422798255
resources--and,6817,1,8.827174771362785,12.394351422798255
vindicated,6818,1,8.827321452697849,12.394351422798255
implicit,6819,1,8.827468112520654,12.394351422798255
heiress,6820,1,8.827614750837508,12.394351422798255
hesitated--she,6821,1,8.82776136765472,12.394351422798255
she--`i,6822,1,8.82790796297859,12.394351422798255
confederates,6823,1,8.828054536815424,12.394351422798255
entangled!--i,6824,1,8.828201089171515,12.394351422798255
description?--so,6825,1,8.82834762005316,12.394351422798255
chill,6826,1,8.828494129466652,12.394351422798255
untowardly,6827,1,8.82864061741828,12.394351422798255
it?--cramer,6828,1,8.828787083914332,12.394351422798255
believes,6829,1,8.82893352896109,12.394351422798255
see--one,6830,1,8.829079952564836,12.394351422798255
negatives,6831,1,8.82922635473185,12.394351422798255
subordinate,6832,1,8.829372735468406,12.394351422798255
perhaps--i,6833,1,8.829519094780778,12.394351422798255
mean--what,6834,1,8.829665432675236,12.394351422798255
scrawl,6835,1,8.82981174915805,12.394351422798255
obtruding,6836,1,8.829958044235482,12.394351422798255
should--and,6837,1,8.830104317913793,12.394351422798255
undesignedly,6838,1,8.830250570199247,12.394351422798255
smith!--very,6839,1,8.830396801098097,12.394351422798255
prohibited,6840,1,8.830543010616596,12.394351422798255
treating,6841,1,8.830689198760998,12.394351422798255
woman--most,6842,1,8.830835365537549,12.394351422798255
word.--her,6843,1,8.830981510952498,12.394351422798255
cautiously,6844,1,8.831127635012084,12.394351422798255
expiation,6845,1,8.83127373772255,12.394351422798255
compromising,6846,1,8.831419819090131,12.394351422798255
re-declined,6847,1,8.831565879121063,12.394351422798255
refreshing--only,6848,1,8.831711917821577,12.394351422798255
of--it,6849,1,8.831857935197906,12.394351422798255
tea--the,6850,1,8.83200393125627,12.394351422798255
disobliging,6851,1,8.832149906002899,12.394351422798255
bespoke,6852,1,8.832295859444011,12.394351422798255
prophecies,6853,1,8.832441791585824,12.394351422798255
emma--what,6854,1,8.832587702434553,12.394351422798255
were--very,6855,1,8.832733591996416,12.394351422798255
know--mr,6856,1,8.832879460277615,12.394351422798255
high-spirited,6857,1,8.833025307284364,12.394351422798255
waiters,6858,1,8.833171133022866,12.394351422798255
cure.--her,6859,1,8.83331693749932,12.394351422798255
rowed,6860,1,8.83346272071993,12.394351422798255
me!--i,6861,1,8.833608482690892,12.394351422798255
of--inferior,6862,1,8.833754223418396,12.394351422798255
leaf,6863,1,8.833899942908635,12.394351422798255
information--but,6864,1,8.834045641167798,12.394351422798255
chose;--and,6865,1,8.834191318202071,12.394351422798255
laundry-maid,6866,1,8.834336974017637,12.394351422798255
cream,6867,1,8.834482608620677,12.394351422798255
now.--birth,6868,1,8.834628222017367,12.394351422798255
better--or,6869,1,8.834773814213882,12.394351422798255
vocal,6870,1,8.834919385216395,12.394351422798255
amity.--he,6871,1,8.835064935031076,12.394351422798255
stiles,6872,1,8.835210463664092,12.394351422798255
garters,6873,1,8.835355971121606,12.394351422798255
beginnings,6874,1,8.835501457409778,12.394351422798255
no--how,6875,1,8.835646922534773,12.394351422798255
executor,6876,1,8.83579236650274,12.394351422798255
subtleties,6877,1,8.835937789319836,12.394351422798255
hartfield--but,6878,1,8.83608319099221,12.394351422798255
wantonness,6879,1,8.836228571526014,12.394351422798255
thing--who,6880,1,8.836373930927389,12.394351422798255
inventing,6881,1,8.83651926920248,12.394351422798255
sharer,6882,1,8.836664586357426,12.394351422798255
always--but,6883,1,8.836809882398365,12.394351422798255
drinks,6884,1,8.83695515733143,12.394351422798255
vanity-baits,6885,1,8.837100411162755,12.394351422798255
post-horses,6886,1,8.83724564389847,12.394351422798255
broadwood's,6887,1,8.837390855544697,12.394351422798255
motionless,6888,1,8.837536046107568,12.394351422798255
woman!--but,6889,1,8.837681215593197,12.394351422798255
evade,6890,1,8.837826364007704,12.394351422798255
explain:--there,6891,1,8.837971491357209,12.394351422798255
your's,6892,1,8.83811659764782,12.394351422798255
divert,6893,1,8.838261682885651,12.394351422798255
friend--for,6894,1,8.83840674707681,12.394351422798255
springing,6895,1,8.838551790227402,12.394351422798255
him.--`upon,6896,1,8.83869681234353,12.394351422798255
defeating,6897,1,8.83884181343129,12.394351422798255
"room,--""i",6898,1,8.838986793496787,12.394351422798255
superior--no,6899,1,8.839131752546109,12.394351422798255
greensward,6900,1,8.83927669058535,12.394351422798255
seeing--admired,6901,1,8.839421607620602,12.394351422798255
seaside,6902,1,8.839566503657949,12.394351422798255
out!--she,6903,1,8.839711378703475,12.394351422798255
perhaps--it,6904,1,8.839856232763264,12.394351422798255
church's,6905,1,8.840001065843392,12.394351422798255
inconveniences,6906,1,8.840145877949938,12.394351422798255
glorious,6907,1,8.840290669088972,12.394351422798255
